,Avatar (2009),"Lion King, The (1994)","Fast and the Furious, The (2001)",Toy Story (1995),Jurassic Park (1993),Twilight (2008),Pride & Prejudice (2005),"Notebook, The (2004)",17 Again (2009),"Twilight Saga: Eclipse, The (2010)",Aladdin (1992),Beauty and the Beast (1991),Mrs. Doubtfire (1993),Toy Story 2 (1999),"Hangover, The (2009)",Harry Potter and the Goblet of Fire (2005),Total
"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",0.8074428203215447,0.6546370823693332,1.3029502765004497,0.6941706961252181,0.6900031844759861,0.36671284582615143,0.3418954735791078,0.4115562619263732,0.9481953893278878,-0.03020503124730139,0.6737866631749307,0.30384660302671807,0.46806478513606864,1.0032524265099398,0.49775381815705383,0.5578884790788801,9.691951774288341
"Avengers, The (2012)",1.9915184965361015,0.5727971569214331,0.9143727020803152,0.5381399415910129,0.09482077613145266,0.6604381226427801,0.7219671923937016,0.46084047962952257,0.7678631415102295,0.16392185564439155,0.3453779453908143,0.017239195130758108,0.13813992150170593,0.8150665649417076,0.7589375725401757,0.7233879952938764,9.684829059879979
Rocky (1976),0.4761206593761047,0.5879166455423648,1.0858991624093097,1.1002106659277942,1.4046477547637946,0.1943111321252248,0.4244377098706126,0.16545299774751354,0.4909822245964659,0.07582501988675745,0.6663486094705394,0.4723122236233817,0.5974039556506223,1.1818886731812557,0.372701841471548,0.38302495772684814,9.679484233370136
Smokin' Aces (2006),0.9874920471277859,0.7371568949410559,1.1206475790653356,0.4945075983513461,0.39541897173421287,0.7346224361454259,0.5747025320769614,0.43462963729231124,0.8357044985556678,-0.029187506009587433,0.7048889348752638,0.3246647624432562,0.2722288350303018,0.9111350702306896,0.7075385949563161,0.47216313315117053,9.678314019967512
Blow (2001),0.8078925048746577,0.7354561910769799,1.0797911759227625,0.4858683420542662,0.5548135139771022,0.5548769741661388,0.44387310560244847,0.4017101728246447,0.6237121130638033,0.2186277583512178,0.6904986027130715,0.45354800170689485,0.4911675080011112,0.9589160334475632,0.7401916982411453,0.435613227834095,9.676556923857902
Annie (1982),0.20721716516978303,0.9902127663608341,0.521090853529478,0.44692990386503034,0.21097841238778742,0.6121059147969421,0.7118477655249954,0.36530115974500893,1.266285034218333,0.2504912311552543,0.8842551941396172,0.9846194141571029,0.529700333321477,1.0593740392988522,0.27637388611743696,0.3584170052629224,9.675200079050855
Crocodile Dundee (1986),0.6401353654452103,0.653533457168227,0.6645876050897838,1.0622223334914274,1.0967850770393084,0.0036882819290768674,0.35643085332463953,0.4721697657267494,0.28846575557001297,0.136096733301212,0.9301230178576126,0.6527573362024921,0.7982901852569886,1.2083776127450683,0.31920383778257977,0.389429443072192,9.672296661002582
"Quick and the Dead, The (1995)",0.44423403727724037,0.8993318329418356,0.7730066937954299,0.6917346962917504,1.1167381148081001,0.3637071672041074,0.5298920053029872,0.15779660597702627,0.548188476021689,0.044455459186199565,1.1280207803539934,0.9110781809223658,0.6780960965686665,0.8387930415972112,0.2506888000167892,0.28433934115341264,9.660101329418804
Seven Psychopaths (2012),1.2847432825028087,0.5546156800541608,0.7638073471436351,0.5825720557942523,0.7289379516640699,0.6145046425918992,0.32386934602332035,0.44218002038951804,0.7522343343929503,0.1985748554977865,0.3379494952240192,0.4138834061083477,0.4175470634501759,1.0994011540104975,0.6383704125012725,0.49369806079398537,9.6468891081427
Once Upon a Time in Mexico (2003),0.7363971113172278,0.6192816492028751,1.3072222999277114,0.6174373181924622,0.6921452236060628,0.5587729525576408,0.3186522357520699,0.17735075855522536,0.9951563522175156,0.08172793883673857,0.5914503878094256,0.5648455247657461,0.503415974305139,0.9064278539840382,0.5158394358739813,0.4598085197455655,9.645931536649424
Mystic River (2003),0.9399759102927214,0.7495429203888657,0.7932587192028211,0.7025412895743471,0.6122826115339112,0.6627399512525133,0.6262397080104437,0.5718579224239148,0.7235713584795684,0.17531608945758334,0.52665911738299,0.6001809324818378,0.40089442157862876,0.38027134480040137,0.6116394910201132,0.5688294538174901,9.645801241698152
GoldenEye (1995),0.09700251734417739,1.497865272513577,0.7875407037525269,0.9169108141659927,1.79178952483419,-0.12696272607546885,-0.06940828657564324,-0.018238373406218908,-0.052472319118868176,-0.06102059211968277,1.8888506127032976,0.9854723091001732,0.9965952347561644,0.7055305170262932,0.14664798506425084,0.15704317652213068,9.643146370486892
Seabiscuit (2003),0.6496436142505307,0.8283136034809618,0.7904073923620567,0.7884297493300838,0.5999613559002116,0.23005585503223103,0.7429788741385583,0.5978790192314319,0.6848280394001769,0.20104257689576324,0.561921905705904,0.8130851363576156,0.5987254459616353,0.7753949043649004,0.3775407338641072,0.3991246755965323,9.6393328818727
He's Just Not That Into You (2009),0.7446484972280798,0.5868794497181732,0.32455845420354484,0.2278255035336657,0.13530021264848463,1.153726395144246,0.9182102983903595,1.2760656511895938,1.6714040927827603,0.40883805822905717,0.4971281511167503,0.4074699630781992,0.29770124198472847,0.3976837620480008,0.35368699138601706,0.22634623147603533,9.627472954157696
Serenity (2005),1.0848649748500414,0.8766220136838052,0.8638724736548982,0.6792505851988252,0.7412560372333681,0.19490917152788012,0.4362187633589881,0.3528299404960717,0.3817968378517813,0.13869770057279784,0.7128460247137942,0.5483805541913152,0.459744546558609,0.9805386676262501,0.4488163726684523,0.7220230174610985,9.622667681647975
Three Men and a Baby (1987),0.6446449231364759,0.9715318071353025,1.1324031867420625,0.5692696198109244,0.8759891030863949,0.07165808250051267,0.4887845858066865,0.48995010501769143,0.25696594840756437,0.3485295326884066,0.9001552847596557,0.7883888204362003,0.5593621066701722,0.9311222670216177,0.20525623263063844,0.38639106169662635,9.620402667546932
Airplane! (1980),0.8492399231516896,0.7011180166611519,0.7269529666721432,1.1199521614682724,1.0700329108282276,0.39871279014585803,0.24315541127037715,0.15168473709284708,0.4247778686122592,0.08403499149914087,0.7416226153084644,0.6582107192638922,0.3620290754188571,1.226920107442523,0.41888503607567085,0.43817911895112827,9.615508449862503
Stranger than Fiction (2006),0.8701301870143062,0.8120957666439024,0.6584781450847376,0.6242337708186296,0.5423427815351364,0.10281751467239485,0.6914126058477917,0.461923383762991,0.5155199733962765,0.2229112715196419,0.815332600066707,0.39297567172999665,0.6082196975863031,1.1196739008408128,0.5328328317084957,0.6423605689583269,9.613260671186449
40 Days and 40 Nights (2002),0.43682490756003745,0.9055825105077957,1.4213249874438874,0.6211719238475442,0.7912398215955853,0.37376143500468373,0.4492451431515919,0.4391723569516124,0.3669975035317449,0.08678608017952938,0.912469318187945,0.6494960348581874,0.4811237949891761,0.9811248426084043,0.29055080338794465,0.40027103166149053,9.607142495467162
Julie & Julia (2009),0.7600548429228686,0.4365758081979786,0.0917730017630354,0.29854388082356276,0.1691386535109925,0.8351967156822219,1.0167246914648602,0.8896176633246018,1.3197777914021749,1.039617436128378,0.5076219396585665,0.667481723402071,0.3687415960127667,0.43427893014889307,0.3475238542105654,0.4207013510217465,9.603369879675284
Red Dragon (2002),0.9592211178249564,0.7619294222829177,1.1189079870982972,0.4367032575680645,0.63146548264317,0.1960215401848326,0.4743311732059796,0.41410486758346166,0.4592496548868594,0.17398641264403594,0.545018053241014,0.5159643111690732,0.42992221302802336,1.591687543816616,0.5162127824907491,0.3726124795346638,9.597338299202715
Lethal Weapon (1987),0.5413753753643223,0.943787025075232,0.9348751171012312,1.3075715056086212,1.5120524983368215,-0.02825900315279934,0.07191609204053037,0.0915118570534336,0.3780889136706208,-0.03145684060515682,0.8456699199405261,0.4943028287584658,0.6044123860848228,1.3849082647593014,0.30268133033564165,0.2433949888507069,9.596832259222321
Shoot 'Em Up (2007),0.9967465214890229,0.8452665778056321,1.0724408034439055,0.4144816979831569,0.5187313199155807,0.4158333868944503,0.2928599905074656,0.3204199655964713,0.7999095756854813,0.10265873342988636,0.7875448359185484,0.4655895774077099,0.41019621329430156,0.8996093245631165,0.6705784463981895,0.5747873852661102,9.587654355599028
"Road to El Dorado, The (2000)",0.5657845423903763,0.88433436768104,0.6608280651054604,0.9269357789827428,0.5317574202600831,0.33708627849430417,0.5566037323964762,0.2911019449885697,0.5682307749282209,-0.03298332700396861,0.8743222343569645,0.42262106349696266,0.4879356966170563,1.7674924620913448,0.37575944868316824,0.366745086740388,9.58455557020919
"Fugitive, The (1993)",-0.16168632736174787,1.7621571115701393,0.3582913260331757,1.0328576213742497,2.273391436966814,-0.2472350910038184,-0.040776724048926224,-0.18874420185053525,-0.11969144566971962,-0.02749410840215764,1.82995545430592,1.3355117760446353,1.0889168651937369,0.6370570774380134,0.005249086192446396,0.04674551285644649,9.584505369638673
X-Men: Days of Future Past (2014),1.4367080980909614,0.6248048009653817,0.73874140476439,0.7065837518603362,0.35684562435712963,0.4069775443781169,0.5574624269057155,0.3480770361058369,0.7132569396262417,0.17939133470581134,0.626681370816185,0.34051056550359493,0.3593336021802559,1.1417067239253171,0.5620713848627241,0.4836295005133752,9.582782109561375
Along Came Polly (2004),0.3217496926102474,0.5260113501756525,1.0476766888043438,0.7263498220580393,0.4937300468821939,0.6779654474592136,0.42112866290917617,0.4006156146784343,1.1874973135864995,0.1395744993671051,0.5979881355364356,0.6525448113427901,0.5533386612060286,0.8755672687460643,0.5614871960391861,0.3993081185004025,9.582533329901814
While You Were Sleeping (1995),-0.06828695300172873,1.4697049998511702,0.13023421184513698,0.7749492326690172,1.5136327067796351,-0.047085708382988985,0.2796651893496798,0.3051149207753952,0.03691478326222136,0.1398768728732079,2.092161382223644,1.521018961037554,1.1093063308213125,0.19356617949096316,-0.025415666133155546,0.14857158081088054,9.573929024271944
Iron Man 2 (2010),1.8157243338407307,0.612537457416168,0.9643371072473578,0.5411638164329072,0.37990168069138125,0.3501754208172922,0.5305230430152208,0.27043679773109996,0.4751291868185754,0.1652683694137816,0.47883983960220305,0.21499777122550132,0.2431548664952724,1.0448891455831189,0.7849983858094347,0.6903478739126655,9.56242509605271
Jay and Silent Bob Strike Back (2001),0.6460775729407593,0.7419897310307264,1.3365271594079922,0.706670310122207,0.7729518301046125,0.5782628677744218,0.39012094407426134,0.48940155009966413,0.017432676337181416,0.20154923883799178,0.7637297983304338,0.591651220348191,0.5208144389763714,0.8949970694626967,0.4880750928632283,0.42133899037462474,9.561590491085365
"Manchurian Candidate, The (2004)",0.6712133906291076,0.628284926466227,0.9613236306778385,0.7450336252246914,0.5214483294420605,0.2682079534285786,0.8559789770263335,0.39888142180672814,0.7938693096655158,0.07899022216379316,0.5364893555781133,0.49226472206447014,0.4361699346417487,1.270247740788621,0.44516961558807217,0.45207669410359025,9.555649849295488
Alice in Wonderland (2010),1.409018810846184,0.6156989752213877,0.4563277303049239,0.3019900052302855,0.19008832991197092,0.9882196221486295,0.7263962170117805,0.7173633538193244,0.3666150931869064,0.39170965926588935,0.47630931404092547,0.5058180329830518,0.3690548328641826,0.7040653781421304,0.6138609677848553,0.7198108025240121,9.55234712528644
"Flintstones, The (1994)",0.31289680552736376,1.6799706470846316,0.24502928945780988,0.6690922142757023,1.0529463282827165,-0.002038638623495511,0.3565775394109076,0.10913631170460167,0.10381171627448851,0.11840940800020479,1.5342023765282609,1.2126628268199993,1.1927975420673964,0.4383165183873597,0.20187197969778467,0.309575719815729,9.53525858471146
October Sky (1999),0.5629940801773646,0.6904376456757897,0.9408163265689253,0.859817584416156,0.4897667031872035,0.2933632071238886,0.6129312509314068,0.19828651692449512,0.508672224550736,0.14675238335023946,0.8058157792537353,0.8736950990601368,0.5352279342339659,1.2879801938949123,0.26938576504200057,0.4470977572311358,9.52304045162209
Never Been Kissed (1999),0.2516023337186876,0.7771999263750724,0.5293529118820522,0.48982197833002494,0.28085588290917224,0.8518658835586973,1.09006804701276,0.616483484385498,0.6121378679744389,0.36287015135017564,0.7770304737938241,0.7032137974626345,0.5983413011211465,0.8031264810126515,0.243151594708367,0.5320148255909449,9.519136941186147
Be Kind Rewind (2008),0.7673892606711363,0.4657422305094302,0.8195049777099098,0.6347398407847687,0.5587921173795067,0.3778141838942012,0.7325219207553803,0.5643475113551168,0.9103761948217606,0.14412524315110653,0.45783368593355755,0.4156757318821858,0.5093771329469006,1.0776425909393321,0.5598578702956821,0.5192165362851523,9.514957029315127
Galaxy Quest (1999),0.39251558264410824,0.6553733762039643,0.7969934633129677,1.155439474185254,1.0942409822003714,0.030853387072028844,0.20339305060461532,0.15508680695214927,0.21017246017866478,0.1279504978816273,0.890654350992489,0.5567833024780053,0.5567112121255551,2.2193122557049576,0.19951233343548666,0.26762660459175774,9.512619140564002
"Karate Kid, The (1984)",0.6216608474322467,0.7953209063295612,0.57604553430588,1.125928874405325,0.8911778259049097,0.10633054862100234,0.47309344444824586,0.34246660332889495,0.6643140408021058,0.08181275255161802,0.8614285590126819,0.7522790901969182,0.4187783966979987,1.0103346216819378,0.40443584614488637,0.38573465520612804,9.51114254707034
Resident Evil (2002),0.9031507813152909,0.6381578202756977,1.4771169767687526,0.6370980947881357,0.5829935918196564,0.32640423420235753,0.44268441529410896,0.3651102734545991,0.42998102485450607,0.08642857419042721,0.5673943562743624,0.304076858615356,0.3845443703593308,1.3823308618768924,0.5211558244820965,0.45354459396250046,9.502172652534071
"King's Speech, The (2010)",1.1346126575798143,0.7065184139638648,0.4657083209591949,0.32061764503921375,-0.15237046896232972,1.0649389977257215,0.9644375895529742,0.7572031762444563,1.0404729324335769,0.47334422127463616,0.24351962461268573,0.4221514965982235,0.21644437843693942,0.6978876682939038,0.5958411444073,0.5448034364973438,9.496131234657518
Grindhouse (2007),1.0784997703578532,0.649352545136062,0.996998722073196,0.5358511866124236,0.5176807212706855,0.7944045390979393,0.40882639272675375,0.2737247314038992,0.7708835277282193,0.13222367463949342,0.5762891512126779,0.38120046596274176,0.3759873777124396,0.7923642082541702,0.7195539193283929,0.4867688761869888,9.490609809703937
Rocky II (1979),0.9062290308164126,0.5817902821518659,0.8742016997802269,0.8827947292264975,0.8533750846053019,0.6817897442071863,0.5579390426365122,0.2873533876021523,0.7033833473356546,0.17753703471891785,0.5337022938569691,0.3827311156289446,0.41279501241948,0.7567888707004662,0.48146895908625525,0.4158899074877088,9.48976954226055
"Addams Family, The (1991)",0.735654896284836,0.6985043342548267,0.5474466664700679,0.7370453772121578,0.5952287868439693,0.3170743777427876,0.5189461932776642,0.4493249846067741,0.2991636892618872,0.3820228291376631,0.7424776146248995,0.7223377067825958,0.6121656083837969,1.1201697354072877,0.37568943788141845,0.6323398439090353,9.485592082081668
Starship Troopers (1997),0.7170469243114019,0.6944658254103991,1.40450947426659,0.7065488045181644,1.180782319661377,0.24094790030032845,0.22922540142713232,0.358287342757768,0.1621521634514085,-0.011663481629672411,0.8872925567367883,0.4168019022819562,0.49756514912839556,1.2177955817579564,0.36452771725246425,0.4184284473614227,9.484714028993881
American Gangster (2007),1.4140448183981946,0.4963721153232143,1.1053648853207256,0.35192175751446125,0.44056084446112986,0.8278565849119515,0.4257214156604051,0.48095045042784484,0.9607822214753798,0.1318858851189316,0.3688138672063091,0.24089634810256375,0.2705776880915384,0.6031153384418728,0.9513184810711658,0.4042402260753704,9.474422927601058
